ID,Group,round,Decmaps,Decpics,Expltime,Dectime_interval,Dectimes,Payoffs,prev_n_selected_times,prev_n_avg_payoff,Dectimes_interval
201901,Lc,1,"[262, 327, 310, 257, 145, 359, 303, 312, 206, 353, 190, 169, 301, 269, 181, 337, 183, 171, 161, 265]","[269, 257, 310, 145]","[0, 14.32499999999709, 0, 0, 1.5230000000010477, 0, 0, 2.6969999999928405, 0, 0, 0, 0, 0, 1.7989999999990687, 12.353000000002794, 0, 0, 0, 0, 0]","[60.13799999999901, 20.718000000000757, 4.761000000005879, 19.645999999993364]","[56215.577, 56275.715, 56296.433, 56301.194, 56320.84]","[2, 2, 4, 5]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",
201901,Lc,2,"[74, 248, 240, 36, 59, 217, 52, 132, 75, 2, 46, 88, 20, 135, 123, 108, 33, 143, 62, 232]","[52, 46, 217, 59]","[0, 0, 0, 0, 0, 12.415000000000873, 0, 0, 17.645999999993364, 72.51600000000326, 0, 0, 0, 0, 13.144999999996799, 0, 0, 0, 17.279000000009546, 0]","[13.49500000000262, 0.8909999999959837, 3.474000000001979, 9.031000000002678]","[56331.835, 56345.33, 56346.221, 56349.695, 56358.726]","[4, 4, 6, 4]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",
201901,Lc,3,"[82, 60, 32, 131, 50, 241, 8, 87, 240, 140, 22, 129, 47, 15, 236, 119, 92, 96, 252, 65]","[131, 140, 129, 119]","[75.79699999999139, 0, 8.709999999999127, 2.6160000000018044, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 48.5060000000085, 1.52999999999156]","[10.364999999997963, 1.2640000000028522, 3.502999999996973, 1.8240000000005239]","[56549.057, 56559.422, 56560.686, 56564.189, 56566.013]","[2, 2, 2, 2]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",
201901,Lc,4,"[190, 178, 283, 325, 214, 314, 189, 216, 277, 355, 311, 286, 317, 153, 331, 357, 292, 266, 168, 151]","[151, 168, 178, 153]","[0, 0, 0, 0, 15.001999999993131, 0, 0, 0, 0.8510000000023865, 0, 0, 0, 3.5980000000054133, 0, 0, 10.394999999996799, 0, 0, 0, 19.630000000011933]","[73.02000000000407, 1.532999999995809, 1.9769999999989523, 4.143000000003667]","[56572.971, 56645.991, 56647.524, 56649.501, 56653.644]","[5, 5, 5, 5]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",
201901,Lc,5,"[183, 78, 328, 350, 63, 286, 39, 108, 356, 216, 41, 84, 101, 348, 262, 265, 70, 267, 181, 192]","[181, 192, 216, 183]","[0, 0, 0, 0, 13.172000000013213, 0, 0, 0, 0, 0, 0, 0, 35.65899999999965, 11.171999999991385, 0, 0, 0, 2.459000000002561, 12.353000000002794, 0]","[22.51299999999901, 1.5459999999948195, 1.9120000000039, 1.6889999999984866]","[56859.999, 56882.512, 56884.058, 56885.97, 56887.659]","[6, 6, 6, 6]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",
201901,Lc,6,"[173, 155, 293, 218, 217, 25, 135, 248, 161, 320, 313, 179, 120, 308, 31, 129, 26, 236, 143, 9]","[218, 161, 217, 236]","[2.596000000005006, 0, 0, 0, 12.415000000000873, 0, 0, 0, 0, 0, 4.131000000001222, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[35.24199999999837, 1.4610000000029686, 1.5199999999967986, 2.7520000000004075]","[56899.22, 56934.462, 56935.923, 56937.443, 56940.195]","[6, 5, 6, 6]","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 6.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 0.0, 0.0, 0.0, 0.0]",
201901,Lc,7,"[195, 303, 280, 307, 298, 292, 288, 100, 257, 6, 7, 96, 84, 193, 194, 272, 26, 103, 199, 8]","[288, 280, 272, 7]","[0, 0, 21.78899999999703, 0, 7.362999999997555, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 38.802000000010594, 13.703999999997905, 0]","[83.75400000000081, 1.7399999999979627, 1.8000000000029104, 14.20799999999872]","[57147.163, 57230.917, 57232.657, 57234.457, 57248.665]","[2, 2, 2, 3]","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",
201901,Lc,8,"[132, 348, 58, 60, 335, 360, 144, 231, 137, 56, 224, 158, 168, 230, 331, 239, 174, 125, 155, 46]","[137, 125, 132, 144]","[0, 11.171999999991385, 0, 0, 0, 0, 0, 0, 0, 2.7669999999998254, 0, 0, 0, 0, 0, 49.44199999999546, 22.37399999999616, 0, 0, 0]","[15.897999999993772, 0.8709999999991851, 1.0160000000032596, 0.3819999999977881]","[57254.607, 57270.505, 57271.376, 57272.392, 57272.774]","[2, 2, 2, 2]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 5.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 4.0]",
201901,Lc,9,"[143, 31, 138, 322, 190, 28, 187, 209, 178, 296, 32, 144, 314, 167, 20, 137, 198, 150, 159, 311]","[28, 32, 31, 20]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 21.45999999999185, 8.709999999999127, 0, 0, 0, 0, 0, 23.554000000003725, 66.60699999999633, 0, 0]","[20.67500000000291, 1.9549999999944703, 4.0570000000006985, 2.1589999999996508]","[57466.445, 57487.12, 57489.075, 57493.132, 57495.291]","[3, 3, 3, 3]","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 5.0, 0.0, 0.0, 2.0, 0.0, 0.0, 0.0, 2.0, 0.0, 0.0, 0.0, 0.0]",
201901,Lc,10,"[53, 90, 220, 265, 280, 240, 38, 227, 356, 357, 50, 330, 47, 272, 104, 271, 359, 235, 80, 87]","[357, 359, 356, 227]","[15.415999999997439, 0, 0, 0, 21.78899999999703, 0, 0, 0, 0, 10.394999999996799, 0, 0, 0, 0, 0, 0, 0, 54.92700000000332, 10.442000000002736, 0]","[15.766999999999825, 16.114000000001397, 8.157999999995809, 27.75499999999738]","[57501.493, 57517.26, 57533.374, 57541.532, 57569.287]","[3, 3, 3, 6]","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 2.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",
201901,Lc,11,"[176, 286, 43, 241, 281, 284, 166, 26, 19, 162, 259, 30, 65, 10, 237, 158, 39, 228, 72, 221]","[286, 281, 284, 259]","[0, 0, 0, 0, 6.166999999994005, 0, 0, 0, 0, 29.122000000003027, 0, 0, 1.52999999999156, 0, 0, 0, 0, 21.603000000002794, 0, 0]","[18.544999999998254, 0.48099999999976717, 0.20300000000133878, 0.4099999999962165]","[57762.881, 57781.426, 57781.907, 57782.11, 57782.52]","[2, 2, 2, 2]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",
201901,Lc,12,"[100, 348, 129, 91, 346, 317, 81, 306, 333, 112, 293, 116, 189, 332, 93, 141, 185, 188, 208, 316]","[306, 293, 317, 316]","[0, 11.171999999991385, 0, 10.434000000001106, 0, 3.5980000000054133, 0, 0, 0, 0, 0, 0, 0, 0, 0, 142.35299999999552, 0, 8.385000000002037, 0, 0]","[24.353000000002794, 0.6370000000024447, 1.5899999999965075, 8.80000000000291]","[57784.643, 57808.996, 57809.633, 57811.223, 57820.023]","[4, 4, 4, 4]","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 2.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",
201901,Lc,13,"[212, 328, 123, 319, 206, 92, 87, 215, 192, 309, 90, 139, 97, 335, 318, 320, 337, 129, 119, 329]","[212, 206, 215, 192]","[6.355000000010477, 0, 13.144999999996799, 1.1500000000014552, 0, 0, 0, 0, 0, 0, 0, 0, 9.768999999992957, 0, 0, 0, 0, 0, 0, 82.84500000000844]","[22.239000000001397, 8.290999999997439, 5.413999999997031, 6.137000000002445]","[58430.868, 58453.107, 58461.398, 58466.812, 58472.949]","[6, 6, 6, 6]","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 6.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 2.0, 0.0]",
201901,Lc,14,"[33, 7, 37, 286, 44, 275, 67, 232, 218, 226, 178, 70, 251, 167, 25, 269, 283, 3, 170, 153]","[44, 67, 70, 218]","[0, 0, 0, 0, 0, 0, 6.015000000006694, 0, 0, 0, 0, 0, 33.01800000000367, 0, 0, 1.7989999999990687, 0, 5.462000000014086, 11.152000000001863, 0]","[14.872999999999593, 1.312000000005355, 1.8949999999967986, 21.889999999999418]","[58475.645, 58490.518, 58491.83, 58493.725, 58515.615]","[4, 4, 4, 6]","[0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1]","[0.0, 3.0, 0.0, 2.0, 0.0, 0.0, 0.0, 0.0, 6.0, 0.0, 5.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 5.0]",
201901,Lc,15,"[352, 282, 245, 337, 329, 169, 284, 236, 299, 161, 335, 148, 306, 232, 233, 321, 168, 302, 260, 257]","[236, 233, 161, 232]","[0, 0, 0, 0, 82.84500000000844, 0, 0, 0, 0, 0, 0, 114.77900000000227, 0, 0, 138.80200000000332, 5.9799999999959255, 0, 0, 2.2290000000066357, 0]","[47.68800000000192, 11.977999999995518, 8.593000000000757, 11.584000000002561]","[58706.686, 58754.374, 58766.352, 58774.945, 58786.529]","[6, 6, 5, 6]","[0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 6.0, 0.0, 5.0, 0.0, 0.0, 4.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",
201901,Lc,16,"[113, 66, 74, 116, 206, 108, 68, 3, 77, 96, 43, 7, 216, 51, 132, 197, 122, 34, 213, 33]","[197, 216, 206, 108]","[1.1869999999980791, 0, 0, 0, 0, 0, 1.9810000000070431, 5.462000000014086, 31.77799999999843, 0, 0, 0, 0, 0, 0, 3.139999999992142, 0, 0, 0, 0]","[26.56699999999546, 2.55800000000454, 8.926999999996042, 12.010000000002037]","[58791.3, 58817.867, 58820.425, 58829.352, 58841.362]","[6, 6, 6, 5]","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 6.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.0, 0.0, 0.0, 2.0, 0.0, 0.0, 0.0, 0.0, 0.0]",
201901,Lc,17,"[187, 353, 291, 259, 197, 191, 172, 156, 265, 318, 320, 359, 322, 176, 275, 193, 355, 342, 255, 147]","[342, 359, 355, 353]","[0, 0, 0.4370000000053551, 0, 3.139999999992142, 0, 8.469999999993888, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.6979999999966822, 3.1019999999989523, 0]","[44.70299999999406, 14.577000000004773, 2.99199999999837, 14.48700000000099]","[59027.067, 59071.77, 59086.347, 59089.339, 59103.826]","[3, 3, 3, 3]","[0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 2.0, 6.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",
201901,Lc,18,"[22, 18, 139, 98, 110, 20, 238, 233, 112, 45, 224, 70, 143, 73, 81, 38, 220, 106, 44, 36]","[233, 238, 220, 70]","[0, 2.8220000000001164, 0, 158.94799999999668, 168.0480000000025, 0, 0, 138.80200000000332, 0, 68.00199999999313, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[10.127999999996973, 1.1039999999993597, 9.235999999997148, 40.66100000000006]","[59105.98, 59116.108, 59117.212, 59126.448, 59167.109]","[6, 6, 6, 4]","[0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 3.0, 0.0, 6.0, 0.0, 0.0, 0.0, 4.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 4.0, 0.0]",
201901,Lc,19,"[122, 131, 100, 23, 36, 81, 93, 116, 112, 5, 39, 25, 226, 242, 223, 53, 91, 232, 70, 72]","[242, 91, 223, 232]","[0, 2.6160000000018044, 0, 161.24000000000524, 0, 0, 0, 0, 0, 0, 0, 0, 0, 69.35399999999208, 0, 15.415999999997439, 10.434000000001106, 0, 0, 0]","[20.79599999999482, 1.3230000000039581, 8.599000000001979, 9.471999999994296]","[59353.652, 59374.448, 59375.771, 59384.37, 59393.842]","[6, 5, 6, 6]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 6.0, 4.0, 0.0]",
201901,Lc,20,"[200, 162, 296, 277, 215, 158, 328, 284, 345, 166, 259, 316, 344, 206, 320, 282, 176, 353, 203, 293]","[200, 206, 203, 215]","[7.376000000003842, 29.122000000003027, 21.45999999999185, 0.8510000000023865, 0, 0, 0, 0, 0, 0, 0, 0, 6.047000000005937, 0, 0, 0, 0, 0, 0, 0]","[26.189999999995052, 2.232000000003609, 0.580999999998312, 7.7370000000009895]","[59396.118, 59422.308, 59424.54, 59425.121, 59432.858]","[6, 6, 6, 6]","[0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 2, 0, 0, 0, 1, 0, 1]","[0.0, 0.0, 0.0, 0.0, 6.0, 0.0, 0.0, 2.0, 0.0, 0.0, 2.0, 4.0, 0.0, 6.0, 0.0, 0.0, 0.0, 3.0, 0.0, 4.0]",
201901,Lc,21,"[252, 117, 104, 60, 28, 102, 9, 54, 27, 86, 224, 234, 230, 135, 74, 127, 44, 144, 31, 37]","[60, 54, 44, 37]","[48.5060000000085, 0, 0, 0, 0, 0, 0, 1.702000000012049, 8.517999999996391, 55.51100000000588, 0, 0, 0, 0, 0, 4.348999999994703, 0, 0, 0, 0]","[40.60399999999936, 1.3119999999980791, 1.0429999999978463, 18.889000000002852]","[59630.635, 59671.239, 59672.551, 59673.594, 59692.483]","[4, 4, 4, 4]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 4.0, 0.0, 0.0, 0.0]",
201901,Lc,22,"[356, 193, 272, 274, 318, 350, 309, 214, 292, 211, 287, 169, 262, 351, 297, 157, 159, 330, 194, 177]","[169, 157, 330, 287]","[0, 0, 0, 72.59300000000076, 0, 0, 0, 15.001999999993131, 0, 0, 0, 0, 0, 4.861000000004424, 97.38600000000588, 7.845000000001164, 0, 0, 0, 0]","[18.72400000000198, 2.1889999999984866, 9.161000000000058, 2.694000000003143]","[59694.888, 59713.612, 59715.801, 59724.962, 59727.656]","[5, 5, 3, 2]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",
201901,Lc,23,"[42, 78, 59, 22, 184, 125, 101, 195, 50, 24, 216, 43, 127, 88, 185, 130, 105, 28, 129, 33]","[216, 184, 195, 185]","[17.323999999985972, 0, 0, 0, 0.9099999999962165, 0, 35.65899999999965, 0, 0, 14.260999999998603, 0, 0, 4.348999999994703, 0, 0, 0, 0, 0, 0, 0]","[8.505000000004657, 5.269999999996799, 2.448000000003958, 0.5509999999994761]","[59913.594, 59922.099, 59927.369, 59929.817, 59930.368]","[6, 6, 6, 6]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 6.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",
201901,Lc,24,"[231, 311, 222, 347, 236, 337, 179, 290, 175, 221, 171, 306, 301, 355, 286, 288, 173, 270, 330, 274]","[236, 222, 231, 221]","[0, 0, 256.5320000000138, 14.005000000004657, 0, 0, 0, 1.6349999999947613, 0, 0, 0, 0, 0, 0, 0, 0, 2.596000000005006, 0, 0, 72.59300000000076]","[5.5129999999990105, 14.655999999995402, 5.203000000001339, 2.0710000000035507]","[59937.872, 59943.385, 59958.041, 59963.244, 59965.315]","[6, 6, 6, 6]","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0]","[0.0, 0.0, 0.0, 0.0, 6.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.0, 0.0, 0.0, 0.0, 0.0, 3.0, 0.0]",
201902,Hc,1,"[28, 216, 31, 92, 10, 187, 102, 72, 198, 131, 9, 66, 125, 56, 96, 58, 82, 181, 122, 109]","[125, 131, 122, 109]","[3.099999999998545, 0, 0, 0, 0, 0, 11.614999999997963, 85.32099999999627, 9.525000000016007, 0, 0, 0, 94.53600000000006, 0, 0, 0, 0, 0, 0, 0]","[85.03399999999965, 0.8919999999998254, 2.2960000000020955, 14.576000000000931]","[56197.67, 56282.704, 56283.596, 56285.892, 56300.468]","[2, 2, 2, 2]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",
201902,Hc,2,"[286, 240, 178, 265, 244, 302, 276, 235, 360, 346, 352, 275, 313, 172, 323, 311, 356, 154, 151, 232]","[172, 154, 151, 178]","[0, 0, 0, 3.05899999999383, 0, 0, 0, 30.118999999984226, 0, 10.997999999999593, 0, 0, 0, 20.164000000011583, 6.730999999999767, 0, 0, 0, 0, 0]","[57.984000000004016, 3.5539999999964493, 19.52900000000227, 6.014000000002852]","[56323.914, 56381.898, 56385.452, 56404.981, 56410.995]","[5, 5, 5, 5]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",
201902,Hc,3,"[7, 281, 33, 295, 293, 265, 187, 213, 145, 315, 283, 176, 311, 184, 260, 2, 15, 166, 193, 173]","[7, 33, 2, 15]","[9.296999999998661, 0, 0, 0, 1.444999999999709, 3.05899999999383, 0, 12.264999999984866, 0, 0, 0, 15.543000000005122, 0, 0, 0, 0, 0, 0, 0, 0]","[47.41900000000169, 1.5200000000040745, 22.875999999996566, 1.3329999999987194]","[56605.63, 56653.049, 56654.569, 56677.445, 56678.778]","[3, 3, 3, 3]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",
201902,Hc,4,"[125, 43, 118, 68, 108, 87, 250, 140, 104, 329, 236, 133, 332, 355, 56, 44, 86, 244, 335, 224]","[44, 56, 68, 236]","[94.53600000000006, 146.6270000000004, 0, 0, 0, 0, 154.66399999999703, 0, 4.440000000002328, 16.764999999999418, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[28.83299999999872, 1.764999999999418, 1.504000000000815, 20.13799999999901]","[56681.084, 56709.917, 56711.682, 56713.186, 56733.324]","[4, 4, 4, 6]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",
201902,Hc,5,"[18, 148, 196, 68, 151, 131, 33, 109, 58, 137, 179, 162, 15, 189, 37, 216, 198, 30, 144, 72]","[33, 18, 15, 30]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17.749999999985448, 0, 0, 0, 0, 9.525000000016007, 0, 43.28499999999622, 85.32099999999627]","[16.624000000003434, 0.4279999999998836, 7.52100000000064, 9.511999999995169]","[56922.795, 56939.419, 56939.847, 56947.368, 56956.88]","[3, 3, 3, 3]","[0, 0, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 4.0, 5.0, 2.0, 3.0, 2.0, 0.0, 0.0, 0.0, 0.0, 3.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",
201902,Hc,6,"[302, 77, 83, 89, 294, 343, 241, 323, 357, 92, 273, 235, 332, 288, 295, 240, 355, 286, 276, 243]","[243, 240, 241, 273]","[0, 0, 0, 57.89500000001863, 0, 11.559999999990396, 0, 6.730999999999767, 0, 0, 0, 30.118999999984226, 0, 2.0890000000072177, 0, 0, 0, 0, 0, 0]","[20.827999999994063, 0.9150000000008731, 3.2969999999986612, 31.82600000000093]","[56958.944, 56979.772, 56980.687, 56983.984, 57015.81]","[6, 6, 6, 2]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",
201902,Hc,7,"[257, 204, 95, 19, 100, 286, 196, 25, 318, 262, 80, 279, 305, 212, 295, 297, 15, 5, 213, 85]","[95, 196, 80, 295]","[0, 0, 0, 0, 0, 0, 0, 0, 1.055000000000291, 59.88999999999942, 23.73099999999249, 0, 0, 0, 0, 0, 0, 3.059000000008382, 12.264999999984866, 0]","[50.9890000000014, 1.2750000000014552, 1.1589999999996508, 1.775999999998021]","[57201.519, 57252.508, 57253.783, 57254.942, 57256.718]","[5, 6, 5, 4]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.0, 0.0, 0.0, 0.0]",
201902,Hc,8,"[342, 250, 165, 109, 69, 121, 64, 153, 68, 156, 67, 120, 228, 217, 355, 241, 123, 327, 337, 171]","[64, 67, 68, 250]","[0, 154.66399999999703, 0, 0, 0, 0, 0, 0, 0, 11.572999999996682, 36.74599999998463, 2.286999999996624, 0, 0, 0, 0, 0, 39.638999999995576, 0, 0]","[15.70400000000518, 0.661999999996624, 0.6730000000025029, 1.3439999999973224]","[57259.128, 57274.832, 57275.494, 57276.167, 57277.511]","[4, 4, 4, 6]","[0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 2.0, 0.0, 0.0, 0.0, 0.0, 4.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 6.0, 0.0, 0.0, 0.0, 0.0]",
201902,Hc,9,"[303, 357, 81, 359, 305, 274, 264, 265, 222, 313, 332, 345, 96, 310, 74, 240, 260, 241, 225, 93]","[96, 222, 74, 81]","[1.510999999998603, 0, 7.893000000003667, 0, 0, 0, 0, 3.05899999999383, 17.674999999981083, 0, 0, 18.195999999989, 0, 0, 0, 0, 0, 0, 0, 0]","[36.77100000000064, 0.9950000000026193, 1.3909999999959837, 1.4490000000005239]","[57470.767, 57507.538, 57508.533, 57509.924, 57511.373]","[5, 6, 5, 5]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 6.0, 0.0, 6.0, 0.0, 0.0]",
