ID,Group,round,Decmaps,Decpics,Expltime,Dectime_interval,Dectimes,Payoffs,prev_n_selected_times,prev_n_avg_payoff,Dectimes_interval
202501,HL,16,"[231, 41, 217, 288, 327, 333, 283, 43, 259, 332, 346, 177, 266, 158, 235, 246, 153, 148, 44, 50]","[288, 283, 346, 148]","[0, 0, 114.07999999999998, 0, 1.63, 0, 149.79999999999998, 1.3699999999999999, 0, 0, 0, 0, 0, 0, 0, 0, 2.8100000000000005, 0, 0, 0]",,"[56277.929, 56283.511, 56283.711, 56284.041, 56295.352]","[2, 2, 3, 5]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 1, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 5.0, 2.0, 0.0, 6.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[5.58, 0.2, 0.33, 11.31]"
202501,HL,17,"[155, 174, 236, 290, 7, 6, 263, 21, 225, 302, 323, 250, 27, 291, 284, 246, 260, 148, 169, 257]","[155, 260, 257, 263]","[1.2, 0, 2.9200000000000004, 2.06, 0, 0, 0, 0.7, 0, 0, 0, 0, 0, 0, 3.16, 0, 0, 0, 0, 0]",,"[56512.362, 56525.049, 56525.562, 56528.542, 56534.605]","[5, 2, 2, 2]","[0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0]","[0.0, 0.0, 0.0, 0.0, 3.0, 0.0, 0.0, 0.0, 0.0, 4.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 5.0, 5.0, 0.0]","[12.69, 0.51, 2.98, 6.06]"
202501,HL,18,"[41, 342, 130, 37, 120, 187, 331, 355, 143, 89, 106, 87, 183, 198, 329, 136, 50, 39, 208, 94]","[89, 106, 198, 94]","[0, 3.36, 0, 0, 0, 0, 0, 0, 236.89, 3.51, 0, 0, 0, 3.46, 0, 0, 0, 1.4, 0, 0]",,"[56536.424, 56560.446, 56561.429, 56564.151, 56566.246]","[5, 5, 6, 5]","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0]","[0.0, 0.0, 0.0, 4.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 5.0, 0.0, 6.0, 0.0, 0.0, 0.0, 0.0, 4.0, 0.0, 0.0]","[24.02, 0.98, 2.72, 2.1]"
202501,HL,19,"[253, 188, 148, 300, 302, 211, 25, 213, 273, 270, 184, 4, 169, 267, 310, 33, 321, 149, 165, 18]","[33, 253, 148, 300]","[49.56999999999999, 0, 0, 0, 0, 0, 0.28, 0, 0, 0, 2.92, 0, 0, 0, 2.62, 0, 0, 0, 2.98, 0]",,"[56752.098, 56765.371, 56768.811, 56770.315, 56773.354]","[3, 2, 5, 4]","[0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0]","[0.0, 6.0, 5.0, 0.0, 0.0, 6.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 5.0, 2.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[13.27, 3.44, 1.5, 3.04]"
202501,HL,20,"[50, 343, 115, 94, 106, 237, 128, 109, 59, 125, 219, 68, 222, 249, 97, 332, 339, 350, 55, 81]","[219, 97, 237, 106]","[0, 0, 0, 0, 0, 0, 0, 2.4, 1.3399999999999999, 0, 4.98, 0, 0, 0, 121.61, 0, 0, 1.26, 0, 0]",,"[56774.219, 56781.91, 56791.031, 56797.456, 56799.166]","[6, 5, 6, 5]","[0, 0, 0, 1, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 5.0, 5.0, 6.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[7.69, 9.12, 6.42, 1.71]"
202501,HL,21,"[231, 263, 89, 101, 20, 278, 23, 308, 222, 218, 324, 92, 310, 281, 258, 297, 242, 21, 32, 98]","[0, 0, 0, 0]","[0, 0, 3.51, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.62, 19.45, 0, 0, 0.63, 0.7, 0, 0]",,"[57030.052, 0.0, 0.0, 0.0, 0.0]","[0, 0, 0, 0]","[0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]","[0.0, 2.0, 5.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 5.0]","[0, 0, 0, 0]"
202501,HL,22,"[3, 141, 199, 29, 128, 143, 297, 95, 129, 92, 308, 306, 305, 194, 82, 209, 188, 24, 83, 27]","[297, 92, 82, 83]","[0, 0, 0.83, 4.11, 0, 236.89, 0, 17.800000000000004, 0, 0, 0, 0, 7.5600000000000005, 0, 0, 0, 0, 0, 0, 0]",,"[57031.178, 57038.05, 57038.659, 57039.075, 57057.538]","[4, 5, 5, 5]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 6.0, 0.0, 0.0, 6.0, 0.0, 0.0, 0.0]","[6.87, 0.61, 0.42, 18.46]"
202501,HL,23,"[353, 51, 160, 355, 251, 266, 284, 349, 238, 179, 170, 158, 61, 333, 278, 72, 247, 273, 249, 57]","[51, 278, 249, 57]","[1.0899999999999999, 0, 5.029999999999999, 0, 0, 0, 3.16, 0, 0.44, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.98]",,"[57058.9, 57063.778, 57066.13, 57069.282, 57074.572]","[4, 2, 6, 4]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[4.88, 2.35, 3.15, 5.29]"
202502,Lc,1,"[44, 72, 204, 158, 256, 277, 145, 330, 59, 49, 197, 154, 255, 148, 354, 264, 191, 210, 359, 358]","[145, 154, 148, 158]","[0, 6.739999999999999, 0, 0, 0, 0, 0, 0, 0, 0, 21.59, 0, 2.28, 6.25, 0, 0, 0, 0, 0, 3.58]",,"[54052.335, 54100.809, 54102.603, 54104.865, 54161.741]","[5, 5, 5, 5]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[48.47, 1.79, 2.26, 56.88]"
202502,Lc,2,"[117, 116, 250, 322, 307, 137, 290, 93, 12, 113, 251, 73, 77, 15, 75, 26, 34, 315, 235, 223]","[116, 137, 117, 113]","[0, 0, 0, 8.83, 0, 0, 0, 0, 0, 174.08, 0, 0, 7.77, 0, 0, 0, 3.6900000000000004, 0, 15.530000000000001, 0]",,"[54176.937, 54207.366, 54207.805, 54208.365, 54209.789]","[2, 2, 2, 2]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[30.43, 0.44, 0.56, 1.42]"
202502,Lc,3,"[124, 145, 149, 304, 307, 346, 154, 314, 330, 196, 188, 201, 348, 132, 323, 200, 161, 134, 116, 327]","[161, 145, 154, 149]","[0, 0, 53.63999999999999, 1.88, 0, 0.69, 0, 0, 0, 34.230000000000004, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,"[54413.93, 54470.837, 54471.636, 54472.116, 54472.925]","[5, 5, 5, 5]","[0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]","[0.0, 5.0, 0.0, 0.0, 0.0, 0.0, 5.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 0.0]","[56.91, 0.8, 0.48, 0.81]"
202502,Lc,4,"[27, 270, 75, 15, 264, 48, 93, 232, 252, 280, 276, 29, 44, 246, 65, 94, 240, 78, 55, 13]","[48, 55, 44, 65]","[0, 0, 0, 0, 0, 0, 0, 31.62, 0, 13.86, 0, 0, 0, 0, 0, 0, 0, 6.869999999999999, 6.37, 0]",,"[54476.471, 54549.432, 54550.392, 54551.823, 54571.287]","[4, 4, 4, 4]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[72.96, 0.96, 1.43, 19.46]"
202502,Lc,5,"[232, 51, 124, 15, 8, 251, 137, 158, 1, 9, 120, 174, 122, 59, 164, 39, 223, 178, 222, 52]","[1, 8, 15, 232]","[31.62, 2.8600000000000003, 0, 0, 15.71, 0, 0, 0, 0, 0, 0.5, 8.799999999999999, 0, 0, 0, 0, 0, 0, 0, 0]",,"[54765.13, 54829.996, 54831.084, 54832.052, 54848.019]","[3, 3, 3, 6]","[0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 5.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[64.87, 1.09, 0.97, 15.97]"
202502,Lc,6,"[330, 84, 196, 215, 277, 103, 333, 73, 191, 87, 290, 261, 204, 302, 341, 301, 329, 270, 293, 263]","[103, 196, 301, 215]","[0, 0, 34.230000000000004, 0, 0, 50.79, 2.3, 0, 0, 0, 0, 3.3500000000000005, 0, 0, 0, 11.6, 0, 0, 0, 0]",,"[54862.12, 54918.383, 54944.423, 54952.959, 54967.917]","[5, 6, 4, 6]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[56.26, 26.04, 8.54, 14.96]"
202502,Lc,7,"[349, 227, 167, 59, 62, 150, 122, 141, 65, 220, 144, 57, 133, 178, 352, 225, 235, 179, 330, 354]","[235, 227, 220, 225]","[2.71, 0, 0, 0, 2.09, 3.1599999999999997, 0, 0, 0, 0, 0, 0, 0.92, 0, 0, 0, 15.530000000000001, 0, 0, 0]",,"[55182.915, 55255.765, 55257.304, 55258.493, 55259.75]","[6, 6, 6, 6]","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 4.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[72.85, 1.54, 1.19, 1.26]"
202502,Lc,8,"[87, 323, 287, 290, 263, 317, 80, 15, 4, 208, 288, 108, 181, 30, 197, 297, 199, 85, 278, 26]","[197, 199, 208, 297]","[0, 0, 0, 0, 0, 2.86, 179.79999999999998, 0, 0, 0, 0, 0, 0, 288.81, 21.59, 0, 0, 0, 13.829999999999998, 0]",,"[55266.246, 55314.268, 55360.874, 55362.522, 55379.85]","[6, 6, 6, 4]","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[48.02, 46.61, 1.65, 17.33]"
202502,Lc,9,"[207, 79, 92, 12, 197, 274, 102, 320, 305, 272, 309, 206, 203, 15, 273, 30, 24, 104, 308, 276]","[197, 207, 203, 206]","[0, 0, 3.6900000000000004, 0, 21.59, 0, 0, 15.879999999999999, 0, 0, 0, 0, 0, 0, 9.77, 288.81, 0, 0, 0, 0]",,"[55652.887, 55679.678, 55680.153, 55681.991, 55683.07]","[6, 6, 6, 6]","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 6.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[26.79, 0.47, 1.84, 1.08]"
202502,Lc,10,"[64, 235, 67, 349, 173, 359, 131, 43, 330, 69, 162, 132, 139, 342, 243, 163, 245, 169, 125, 226]","[69, 64, 67, 43]","[0, 15.530000000000001, 0, 2.71, 0, 0, 6.3, 0, 0, 4.390000000000001, 0, 0, 0, 0, 0, 0.98, 0, 0, 0, 0]",,"[55689.745, 55825.472, 55826.464, 55827.401, 55836.511]","[4, 4, 4, 4]","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 6.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[135.73, 0.99, 0.94, 9.11]"
202502,Lc,11,"[44, 126, 73, 54, 207, 348, 80, 104, 194, 209, 111, 117, 341, 337, 141, 347, 108, 50, 57, 200]","[207, 194, 200, 108]","[0, 0, 0, 6.67, 0, 0, 179.79999999999998, 0, 11.3, 0, 0, 0, 0, 1.29, 0, 0, 0, 0, 0, 0]",,"[56660.172, 56685.773, 56686.325, 56737.155, 56777.185]","[6, 6, 6, 5]","[1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]","[4.0, 0.0, 0.0, 0.0, 6.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[25.6, 0.55, 50.83, 40.03]"
202502,Lc,12,"[303, 13, 150, 9, 297, 262, 288, 253, 229, 289, 19, 16, 158, 307, 162, 247, 256, 246, 245, 179]","[179, 150, 158, 162]","[8.41, 0, 3.1599999999999997, 0, 0, 0, 0, 6.63, 133.28, 0, 0, 406.58, 0, 0, 0, 0, 0, 0, 0, 0]",,"[56786.128, 56917.828, 56920.748, 56924.62, 57032.404]","[5, 5, 5, 5]","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 4.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[131.7, 2.92, 3.87, 107.78]"
202502,Lc,13,"[294, 297, 88, 276, 76, 302, 270, 267, 23, 83, 27, 288, 209, 196, 21, 210, 192, 324, 10, 84]","[196, 210, 209, 192]","[4.54, 0, 0, 0, 7.9300000000000015, 0, 0, 2.39, 0, 0, 0, 0, 0, 34.230000000000004, 4.58, 0, 0, 0, 0, 0]",,"[57229.866, 57283.697, 57285.105, 57319.049, 57323.553]","[6, 6, 6, 6]","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]","[0.0, 4.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 6.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[53.83, 1.41, 33.94, 4.5]"
202502,Lc,14,"[141, 156, 247, 340, 57, 147, 52, 334, 327, 127, 132, 233, 124, 177, 356, 41, 250, 61, 232, 164]","[156, 147, 177, 57]","[0, 0, 0, 4.5200000000000005, 0, 6.159999999999999, 0, 0, 0, 1.0, 0, 0, 0, 0, 0, 5.81, 0, 0, 31.62, 0]",,"[57327.368, 57376.058, 57377.963, 57378.578, 57382.265]","[5, 5, 5, 4]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 6.0, 0.0]","[48.69, 1.91, 0.61, 3.69]"
202502,Lc,15,"[156, 132, 118, 4, 26, 248, 178, 9, 112, 11, 109, 233, 161, 242, 289, 310, 324, 220, 157, 311]","[0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 2.94, 0, 0, 0, 12.23, 0, 87.25999999999999, 0, 0, 18.88, 0]",,"[57587.953, 0.0, 0.0, 0.0, 0.0]","[0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]","[5.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 6.0, 0.0, 0.0]","[0, 0, 0, 0]"
202502,Lc,16,"[298, 295, 201, 307, 264, 180, 287, 195, 352, 278, 170, 177, 354, 315, 341, 200, 167, 274, 191, 345]","[195, 295, 315, 278]","[0, 33.66, 0, 0, 0, 0, 0, 290.56, 0, 13.829999999999998, 4.68, 0, 0, 0, 0, 0, 0, 0, 0, 4.9]",,"[57589.885, 57606.042, 57607.345, 57615.945, 57616.506]","[6, 4, 4, 2]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 5.0, 0.0, 0.0, 0.0, 6.0, 0.0, 0.0, 0.0, 0.0]","[16.16, 1.3, 8.6, 0.56]"
202502,Lc,17,"[44, 116, 251, 49, 88, 26, 230, 42, 125, 246, 9, 133, 144, 4, 252, 37, 28, 97, 85, 99]","[116, 125, 144, 133]","[0, 0, 0, 0, 0, 0, 15.860000000000001, 6.23, 0, 0, 0, 0.92, 0, 0, 0, 0, 18.380000000000003, 0, 0, 6.06]",,"[57621.621, 57712.316, 57713.051, 57713.627, 57714.275]","[2, 2, 2, 2]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[90.69, 0.74, 0.58, 0.65]"
202502,Lc,18,"[164, 203, 204, 332, 193, 43, 208, 70, 37, 334, 277, 328, 154, 153, 276, 356, 270, 48, 165, 259]","[203, 193, 208, 204]","[0, 0, 0, 0, 48.65, 0, 0, 1.26, 0, 0, 0, 8.55, 0, 0, 0, 0, 0, 0, 2.9200000000000004, 11.59]",,"[57916.686, 57935.317, 57935.693, 57936.421, 57938.367]","[6, 6, 6, 6]","[0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 6.0, 0.0, 0.0, 0.0, 4.0, 6.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[18.63, 0.38, 0.73, 1.95]"
202502,Lc,19,"[137, 243, 321, 132, 84, 25, 10, 82, 223, 314, 124, 75, 308, 228, 298, 227, 6, 96, 119, 23]","[228, 243, 223, 23]","[0, 0, 3.75, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13.570000000000002, 0, 0, 42.5, 11.28, 2.43, 0]",,"[57940.974, 58039.641, 58041.52, 58063.664, 58114.556]","[6, 6, 6, 3]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[98.67, 1.88, 22.14, 50.89]"
202502,Lc,20,"[301, 137, 144, 293, 222, 129, 220, 229, 314, 82, 323, 337, 108, 359, 334, 130, 84, 246, 356, 103]","[334, 337, 359, 356]","[11.6, 0, 0, 0, 0, 0.64, 0, 133.28, 0, 0, 0, 1.29, 0, 0, 0, 0, 0, 0, 0, 50.79]",,"[58307.068, 58374.527, 58375.165, 58375.967, 58376.525]","[3, 3, 3, 3]","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 2.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 5.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[67.46, 0.64, 0.8, 0.56]"
202502,Lc,21,"[215, 153, 287, 65, 16, 23, 164, 39, 10, 12, 174, 48, 277, 194, 51, 271, 181, 282, 179, 200]","[153, 179, 164, 174]","[0, 0, 0, 0, 406.58, 0, 0, 0, 0, 0, 8.799999999999999, 0, 0, 11.3, 2.8600000000000003, 2.29, 0, 0, 0, 0]",,"[58377.782, 58390.86, 58391.708, 58393.197, 58421.011]","[5, 5, 5, 5]","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1]","[0.0, 0.0, 0.0, 0.0, 0.0, 3.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 6.0, 0.0, 0.0, 0.0, 0.0, 5.0, 6.0]","[13.08, 0.85, 1.49, 27.81]"
202502,Lc,22,"[307, 187, 342, 178, 306, 181, 155, 281, 206, 149, 314, 327, 264, 279, 298, 277, 169, 358, 348, 199]","[169, 149, 155, 178]","[0, 13.14, 0, 0, 6.63, 0, 0, 332.99, 0, 53.63999999999999, 0, 0, 0, 0, 0, 0, 0, 3.58, 0, 0]",,"[58619.45, 58631.09, 58632.13, 58632.818, 58645.546]","[5, 5, 5, 5]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[11.64, 1.04, 0.69, 12.73]"
202502,Lc,23,"[27, 221, 78, 135, 44, 137, 220, 34, 37, 48, 226, 24, 87, 109, 13, 116, 56, 225, 79, 106]","[44, 37, 48, 56]","[0, 283.29, 6.869999999999999, 0.69, 0, 0, 0, 3.6900000000000004, 0, 0, 0, 0, 0, 0, 0, 0, 23.21, 0, 0, 0]",,"[58647.385, 58668.919, 58669.856, 58670.316, 58671.967]","[4, 4, 4, 4]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 0.0, 0.0, 0.0, 0.0]","[21.53, 0.94, 0.46, 1.65]"
202503,Hc,1,"[274, 337, 253, 50, 247, 218, 225, 86, 227, 87, 79, 49, 98, 285, 342, 63, 277, 358, 325, 59]","[337, 358, 325, 342]","[0, 7.39, 0, 0, 0, 0, 8.889999999999999, 0, 0, 3.4299999999999997, 0, 0, 0, 0, 0, 259.85999999999996, 0, 0, 0, 0]",,"[54996.963, 55003.575, 55004.572, 55007.756, 55008.642]","[3, 3, 3, 3]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[6.61, 1.0, 3.18, 0.89]"
202503,Hc,2,"[321, 317, 128, 28, 293, 161, 215, 17, 134, 188, 148, 155, 162, 142, 183, 30, 304, 210, 127, 11]","[127, 142, 134, 128]","[0, 1.99, 181.78, 0, 0, 1.16, 0, 55.39, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,"[55011.422, 55058.828, 55059.453, 55060.205, 55082.837]","[2, 2, 2, 2]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[47.41, 0.62, 0.75, 22.63]"
202503,Hc,3,"[137, 112, 97, 43, 53, 58, 75, 347, 140, 343, 110, 100, 228, 351, 238, 247, 227, 56, 88, 357]","[43, 238, 56, 53]","[0, 0, 0, 0, 0, 0, 1.96, 0, 0, 0, 0, 0, 0, 0, 15.049999999999999, 0, 0, 105.74, 0, 0]",,"[55432.295, 55448.269, 55448.862, 55450.037, 55458.231]","[4, 6, 4, 4]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[15.97, 0.59, 1.17, 8.19]"
202503,Hc,4,"[204, 264, 34, 296, 300, 153, 269, 254, 156, 310, 260, 5, 215, 21, 210, 149, 152, 216, 312, 15]","[310, 312, 296, 210]","[0.59, 0, 1.4700000000000002, 0, 0, 0, 0, 0, 0, 0, 1.1, 0, 0, 0, 0, 0, 1.31, 0, 6.02, 0]",,"[55487.483, 55497.901, 55499.154, 55502.579, 55504.69]","[4, 4, 4, 6]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[10.42, 1.25, 3.42, 2.11]"
